comment_id,Texto,Sentiment,Hashtag_1,Hashtag_2,Retweets,Likes,User_id,Comment_Date,Day_Time
235,"Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life.",Serenity,#Serenity,#RaindropMelody,25,50,234,12-04-20,19:30:00
236,"Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories.",Curiosity,#Curiosity,#SeekerOfKnowledge,22,45,235,08-05-22,08:45:00
237,"Drifting through the day with an air of nonchalance, indifferent to the trivialities of life.",Indifference,#Indifference,#DriftingThroughLife,9,18,236,22-02-23,17:00:00
238,"Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity.",Confusion,#Confusion,#LabyrinthOfThoughts,14,28,237,05-06-20,12:15:00
239,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,#Numbness,#EmotionalStorms,10,20,238,30-11-21,15:30:00
240,"Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning.",Melancholy,#Melancholy,#WistfulYearning,13,26,239,25-02-19,21:00:00
241,"Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears.",Nostalgia,#Nostalgia,#PhotoAlbumStories,12,25,240,18-05-17,14:45:00
242,"Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions.",Ambivalence,#Ambivalence,#CrossroadsConfusion,15,30,241,05-08-22,11:30:00
243,"Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art.",Acceptance,#Acceptance,#UnpredictableArt,18,36,242,15-06-23,16:20:00
244,"Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities.",Determination,#Determination,#SculptingDreams,20,40,243,10-10-21,14:45:00
245,"Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul.",Serenity,#Serenity,#MoonlitPeace,25,50,244,12-05-20,19:30:00
246,"Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world.",Curiosity,#Curiosity,#FearlessExplorer,22,44,245,01-12-22,09:15:00
247,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,#Numbness,#EmotionalStorms,10,20,246,30-11-21,15:30:00
248,"Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn.",Zest,#Zest,#CarefreeSpirit,15,30,247,12-07-18,17:45:00
249,"Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart.",Contentment,#Contentment,#GoldenGlow,18,36,248,05-09-20,20:10:00
250,"Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism.",Hopeful,#Hopeful,#CanvasOfDreams,12,24,249,18-04-22,08:00:00
251,"Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment.",Proud,#Proud,#BranchesOfAchievement,25,50,250,10-12-19,12:20:00
252,"A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection.",Grateful,#Grateful,#BlossomingConnection,20,40,251,28-02-23,09:45:00
253,"Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others.",Empathetic,#Empathetic,#TapestryOfUnderstanding,15,30,252,03-04-18,14:15:00
254,"Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering.",Compassionate,#Compassionate,#ShowerOfEmpathy,18,36,253,20-06-22,10:30:00
255,"Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness.",Playful,#Playful,#DanceInTheRain,22,44,254,08-07-20,18:00:00
256,"Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence.",Free-spirited,#FreeSpirit,#PaintingTheSky,20,40,255,15-08-21,11:10:00
257,"Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms.",Inspired,#Inspired,#CreativePhoenix,15,30,256,25-10-19,16:50:00
258,"Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation.",Hopeful,#Hopeful,#SunriseOfPossibilities,12,24,257,05-10-23,07:30:00
259,"Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed.",Confident,#Confident,#FootprintsOfAssuredness,25,50,258,15-02-22,13:15:00
260,"Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams.",Serenity,#Serenity,#MoonlitSerenade,13,26,259,08-05-21,22:00:00
261,"Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge.",Curiosity,#Curiosity,#LabyrinthOfQuestions,17,34,260,29-11-20,14:45:00
262,"In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties.",Ambivalence,#Ambivalence,#AutumnWaltz,14,28,261,14-09-19,10:20:00
263,"Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments.",Grateful,#Grateful,#GuidingStar,19,38,262,12-03-22,19:55:00
264,"With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy.",Zest,#Zest,#FieldsOfEnthusiasm,16,32,263,30-03-23,16:30:00
265,"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,#Compassionate,#TearsOfEmpathy,21,42,264,01-07-21,12:10:00
266,"Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",Proud,#Proud,#ScalingPeaks,23,46,265,05-01-20,08:45:00
267,"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,#Hopeful,#SeedsOfOptimism,14,28,266,17-07-22,06:15:00
268,"A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",Playful,#Playful,#CarnivalEscapade,24,48,267,22-08-18,17:20:00
269,"Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams.",Inspired,#Inspired,#CloudsOfCreativity,18,36,268,08-12-21,14:30:00
270,"Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.",Contentment,#Contentment,#TranquilWaters,20,40,269,27-04-19,09:50:00
271,"With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care.",Empathetic,#Empathetic,#LanternOfCompassion,16,32,270,03-09-23,21:40:00
272,"A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities.",Free-spirited,#FreeSpirit,#WingsOfDreams,22,44,271,10-06-20,10:05:00
273,"Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.",Grateful,#Grateful,#GoldenHues,19,38,272,01-04-22,18:30:00
274,"Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.",Confident,#Confident,#DanceOfLife,23,46,273,15-01-21,13:00:00
275,"Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities.",Hopeful,#Hopeful,#BrighterTomorrows,15,30,274,06-05-23,07:20:00
276,"Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.",Playful,#Playful,#JugglingResponsibilities,25,50,275,18-11-19,15:15:00
277,"Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination.",Inspired,#Inspired,#TalesToTheStars,14,28,276,29-08-20,20:45:00
278,"Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored.",Hopeful,#Hopeful,#SailorOfDreams,17,34,277,30-10-22,11:40:00
279,"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,#Compassionate,#TearsOfEmpathy,21,42,264,01-07-21,12:10:00
280,"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,#Hopeful,#SeedsOfOptimism,14,28,266,17-07-22,06:15:00
281,"Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness.",Despair,#Despair,#EchoingSilence,8,16,280,15-09-21,16:00:00
282,"Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace.",Bitterness,#Bitterness,#ResentmentWeb,12,24,281,08-03-19,14:20:00
283,"Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing.",Loneliness,#Loneliness,#MiragesOfConnection,15,30,282,20-07-17,11:45:00
284,"Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude.",Yearning,#Yearning,#DistantWarmth,10,20,283,02-11-20,19:30:00
285,"Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors.",Fearful,#Fearful,#ImaginedHorrors,18,36,284,12-05-22,02:00:00
286,"Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion.",Apprehensive,#Apprehensive,#BalancingAct,14,28,285,08-04-23,13:15:00
287,"Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion.",Overwhelmed,#Overwhelmed,#BouldersOfExhaustion,22,44,286,25-06-21,17:50:00
288,"Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success.",Jealous,#Jealous,#GreenEyedMonster,16,32,287,30-08-19,10:10:00
289,"Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises.",Devastated,#Devastated,#WindsOfBrokenPromises,25,50,288,03-08-22,15:30:00
290,"Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations.",Frustrated,#Frustrated,#UnsolvablePuzzle,12,24,289,17-12-20,09:20:00
291,"Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach.",Envious,#Envious,#GildedPrize,20,40,290,28-02-21,22:45:00
292,"Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition.",Dismissive,#Dismissive,#ImpenetrableWalls,14,28,291,10-05-18,14:00:00
293,"Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",Frustrated,#Frustrated,#MosaicOfDisappointment,15,30,292,07-01-22,11:10:00
294,"Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.",Loneliness,#Loneliness,#SolitaryNocturne,18,36,293,19-09-19,03:30:00
295,"Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune.",Fearful,#Fearful,#SpecterOfTheUnknown,13,26,294,14-07-23,23:00:00
296,"Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time.",Bitterness,#Bitterness,#BitterAftertaste,10,20,295,05-04-20,16:20:00
297,"Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat.",Overwhelmed,#Overwhelmed,#DrowningSoul,20,40,296,29-11-21,08:45:00
298,"Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent.",Jealous,#Jealous,#HeartOfDiscontent,16,32,297,12-12-19,17:00:00
299,"Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake.",Devastated,#Devastated,#ShatteredTrust,25,50,298,20-05-22,14:50:00
300,"Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand.",Frustrated,#Frustrated,#SlippingThreads,14,28,299,03-09-20,12:15:00
301,"Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights.",Envious,#Envious,#BitterPill,20,40,300,10-02-21,19:30:00
302,"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,#Dismissive,#IndifferencePerformance,12,24,301,18-08-18,14:40:00
303,"Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness.",Despair,#Despair,#LabyrinthOfHopelessness,8,16,302,28-02-22,21:00:00
304,"Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory.",Bitterness,#Bitterness,#IciclesOfResentment,15,30,303,15-10-19,10:30:00
305,"Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces.",Loneliness,#Loneliness,#StarlessSky,18,36,304,01-12-17,18:50:00
306,"Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon.",Yearning,#Yearning,#HuesOfSunset,10,20,305,18-04-20,16:15:00
307,"Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners.",Fearful,#Fearful,#LurkingMonsters,18,36,284,07-01-23,03:30:00
308,"Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt.",Apprehensive,#Apprehensive,#StormOfDoubt,14,28,274,10-06-21,10:00:00
309,"Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience.",Overwhelmed,#Overwhelmed,#MinotaurOfPressure,22,44,308,22-02-20,15:20:00
310,"Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence.",Jealous,#Jealous,#BloomingAchievements,16,32,309,17-03-18,14:45:00
311,"Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole.",Devastated,#Devastated,#EchoesOfShatteredDreams,25,50,310,28-10-22,11:15:00
312,"Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication.",Frustrated,#Frustrated,#LabyrinthOfMiscommunication,14,28,311,01-11-20,12:30:00
313,"Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive.",Envious,#Envious,#DesireForKeys,20,40,312,15-01-21,22:10:00
314,"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,#Dismissive,#IndifferencePerformance,12,24,291,18-08-18,14:00:00
315,"Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",Frustrated,#Frustrated,#MosaicOfDisappointment,15,30,292,07-01-22,11:10:00
316,Awe-struck by the breathtaking sunrise over the mountains.,Awe,#Awe,#BreathtakingSunrise,28,55,315,03-04-22,06:15:00
317,Navigating through the challenges with determination.,Determination,#Determination,#Challenges,15,30,316,12-10-23,10:30:00
318,Nostalgia hits while flipping through an old photo album.,Nostalgia,#Nostalgia,#OldMemories,22,45,317,28-06-19,19:00:00
319,Thrilled to witness the grandeur of a cultural festival.,Thrill,#Thrill,#CulturalCelebration,40,80,318,15-09-20,14:45:00
320,Calmness found in the rhythm of raindrops on the windowpane.,Calmness,#Calmness,#RainyDays,18,35,319,08-11-17,21:20:00
321,Overwhelmed by the support received during a personal challenge.,Overwhelmed,#Overwhelmed,#SupportiveCommunity,25,50,320,20-05-21,17:30:00
322,Excitement builds as the countdown to a long-awaited vacation begins.,Excitement,#Excitement,#VacationCountdown,30,60,72,10-01-23,12:00:00
323,"Reflecting on life's journey, grateful for the lessons learned.",Gratitude,#Gratitude,#LifeLessons,35,70,322,05-12-18,08:45:00
324,Bittersweet emotions arise while bidding farewell to a dear friend.,Bittersweet,#Bittersweet,#Farewell,20,40,323,15-03-20,18:30:00
325,Curiosity sparked by exploring a mysterious ancient ruin.,Curiosity,#Curiosity,#AncientDiscovery,18,35,324,22-08-16,15:10:00
326,Admiration for the intricate details of a handcrafted masterpiece.,Admiration,#Admiration,#HandcraftedArt,25,50,325,20-08-19,16:00:00
327,Overjoyed by the warmth of a cozy fireplace on a winter evening.,Overjoyed,#Overjoyed,#WinterWarmth,18,35,326,08-12-21,19:30:00
328,Inspiration strikes while observing the colors of a vibrant sunset.,Inspiration,#Inspiration,#ColorfulSunset,30,60,327,10-06-20,20:45:00
329,Motivated to achieve fitness goals after an invigorating workout.,Motivation,#Motivation,#FitnessGoals,40,80,328,28-02-22,07:15:00
330,Gratitude for the simple joys found in a cup of morning coffee.,Gratitude,#Gratitude,#MorningCoffee,22,45,329,15-04-17,08:00:00
331,Feeling empowered after conquering a challenging hiking trail.,Empowerment,#Empowerment,#HikingAdventure,35,70,330,05-09-18,14:20:00
332,Amused by the antics of playful kittens during playtime.,Amusement,#Amusement,#PlayfulKittens,15,30,331,22-10-22,12:45:00
333,Contemplating life's mysteries under the starry night sky.,Contemplation,#Contemplation,#StarryNight,28,55,87,02-07-16,23:30:00
334,Joyful reunion with long-lost friends after years of separation.,JoyfulReunion,#JoyfulReunion,#Friendship,20,40,333,18-11-20,17:10:00
335,Excitement builds while preparing for a surprise celebration.,Excitement,#Excitement,#SurpriseCelebration,30,60,334,05-03-23,15:00:00
336,Satisfaction derived from successfully completing a DIY project.,Satisfaction,#Satisfaction,#DIYProject,25,50,159,01-12-15,11:30:00
337,Feeling blessed for the supportive community in times of need.,Blessed,#Blessed,#SupportiveCommunity,18,35,336,10-09-21,09:45:00
338,Captivated by the serenity of a tranquil garden in full bloom.,Serenity,#Serenity,#TranquilGarden,22,45,337,12-05-18,14:20:00
339,Anticipation for an upcoming adventure in an exotic destination.,Anticipation,#Anticipation,#AdventureAwaits,40,80,338,25-07-22,10:00:00
340,Reflecting on personal growth achieved through life experiences.,Reflection,#Reflection,#PersonalGrowth,35,70,128,08-03-19,18:30:00
341,Nostalgic memories flood in while revisiting childhood favorites.,Nostalgia,#Nostalgia,#ChildhoodFavorites,20,40,340,28-01-17,21:15:00
342,Appreciation for the vibrant culture experienced during travel.,Appreciation,#Appreciation,#CulturalExperience,28,55,341,14-11-16,13:45:00
343,Confidence soars after overcoming public speaking anxiety.,Confidence,#Confidence,#OvercomingAnxiety,15,30,342,02-04-20,17:30:00
344,Contentment in the midst of a family gathering filled with laughter.,Contentment,#Contentment,#FamilyLaughter,25,50,343,15-01-23,19:00:00
345,Enthusiasm for learning new skills and expanding knowledge.,Enthusiasm,#Enthusiasm,#SkillBuilding,30,60,344,07-08-18,12:15:00
346,Surprise and delight at discovering a hidden gem in the city.,Surprise,#Surprise,#HiddenGem,18,35,345,18-10-19,16:45:00
347,A sense of accomplishment after completing a challenging workout.,Accomplishment,#Accomplishment,#FitnessSuccess,22,45,133,30-06-22,07:00:00
348,Wonderment at the beauty of a double rainbow after the rain.,Wonderment,#Wonderment,#DoubleRainbow,35,70,347,12-06-17,18:20:00
349,Optimism for a bright future amidst challenging times.,Optimism,#Optimism,#BrightFuture,20,40,348,05-07-21,09:30:00
350,Pride in achieving a personal milestone in career progression.,Pride,#Pride,#CareerMilestone,28,55,349,15-04-16,14:50:00
351,Happiness blooms like flowers in a garden on a sunny day.,Happiness,#Happiness,#SunnyDay,15,30,350,10-02-20,11:15:00
352,Elation over discovering a rare book in a quaint bookstore.,Elation,#Elation,#RareBookDiscovery,40,80,351,22-09-18,16:30:00
353,Curiosity piqued by the mysteries of an ancient archaeological site.,Curiosity,#Curiosity,#AncientMysteries,18,35,352,08-11-15,10:00:00
354,Mesmerized by the cosmic dance of fireflies on a moonlit night.,Enchantment,#Enchantment,#CosmicFireflies,25,50,353,10-08-22,22:00:00
355,Intrigued by the symphony of colors in an abstract art exhibition.,Intrigue,#Intrigue,#AbstractArt,18,35,354,05-04-19,17:30:00
356,Giggles and joy echo in the air during a children's playdate.,PlayfulJoy,#PlayfulJoy,#ChildrensPlaydate,22,45,355,15-12-20,15:45:00
357,Enveloped in serenity while practicing mindfulness by the lake.,Mindfulness,#Mindfulness,#LakeTranquility,35,70,356,20-10-17,08:15:00
358,Chasing dreams like a kite soaring high in the vast open sky.,DreamChaser,#DreamChaser,#SkyHighDreams,30,60,357,28-02-21,13:00:00
359,Spellbound by the elegance of a ballroom dance under crystal chandeliers.,Elegance,#Elegance,#BallroomDance,28,55,358,12-06-18,20:30:00
360,Whimsical delight in a world of fairy tales and magical creatures.,Whimsy,#Whimsy,#MagicalWorld,20,40,359,08-03-16,14:20:00
361,Pensive contemplation amid the ancient ruins of a forgotten civilization.,Pensive,#Pensive,#AncientCivilization,18,35,360,18-04-23,17:10:00
362,Embracing the thrill of speed on a rollercoaster's exhilarating twists.,Thrill,#Thrill,#RollercoasterAdventure,22,45,361,25-07-20,12:45:00
363,Harmony resonates as musicians play a melody of unity and togetherness.,Harmony,#Harmony,#MusicalUnity,35,70,362,30-11-19,19:30:00
364,A burst of creativity in the quiet solitude of an artist's studio.,Creativity,#Creativity,#ArtistsHaven,15,30,363,01-09-15,16:00:00
365,Radiant joy akin to blooming flowers on a sun-kissed spring morning.,Radiance,#Radiance,#SpringBlooms,25,50,364,05-05-22,10:15:00
366,A sense of wonder at the vastness of the cosmos on a stargazing night.,Wonder,#Wonder,#StargazingAdventure,40,80,365,08-07-18,23:00:00
367,Rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,#Rejuvenation,#SeasideEscape,18,35,366,20-09-21,14:30:00
368,Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,#Inspiration,#ForestWhispers,28,55,367,15-11-16,11:45:00
369,Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,#Coziness,#WarmWinterEvening,30,60,130,12-01-20,18:00:00
370,Heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,#Gratitude,#FamilyLaughter,22,45,369,28-12-17,19:15:00
371,"Embarking on a culinary adventure, savoring exotic flavors around the world.",Adventure,#Adventure,#CulinaryJourney,35,70,370,02-03-19,20:20:00
372,Euphoria floods in as the final puzzle piece clicks into place.,Euphoria,#Euphoria,#PuzzleCompletion,20,40,371,08-06-22,15:30:00
373,Awe-inspired by the grandeur of an ancient cathedral's intricate architecture.,Awe,#Awe,#ArchitecturalGrandeur,18,35,372,18-08-18,14:45:00
374,Captivated by the ethereal beauty of a field filled with fireflies.,Enchantment,#Enchantment,#FireflyField,25,50,353,10-08-22,22:00:00
375,Immersed in the enchanting melodies of a street musician's violin.,Melodic,#Melodic,#StreetMusic,18,35,374,05-04-19,17:30:00
376,Joyful laughter resonates through a lively summer carnival.,FestiveJoy,#FestiveJoy,#SummerCarnival,22,45,375,15-12-20,15:45:00
377,Exploring the universe within during a mindful meditation session.,InnerJourney,#InnerJourney,#MeditationBliss,35,70,376,20-10-17,08:15:00
378,Soaring like a free spirit on the winds of a coastal cliff.,Freedom,#Freedom,#CoastalAdventure,30,60,377,28-02-21,13:00:00
379,Dazzled by the elegance of a masquerade ball's dazzling costumes.,Dazzle,#Dazzle,#MasqueradeElegance,28,55,378,12-06-18,20:30:00
380,Whimsical delight in a world of whimsical fairy tales.,Whimsy,#Whimsy,#FairyTaleMagic,20,40,379,08-03-16,14:20:00
381,Reflective contemplation amid the ruins of a forgotten era.,Reflection,#Reflection,#ForgottenEra,18,35,360,18-04-23,17:10:00
382,Riding the adrenaline rush on a rollercoaster's wild twists.,Adrenaline,#Adrenaline,#RollercoasterThrills,22,45,381,25-07-20,12:45:00
383,Harmony resonates as musicians play a symphony of unity.,Harmony,#Harmony,#MusicalUnity,35,70,362,30-11-19,19:30:00
384,A burst of artistic creativity in the quietude of an artist's studio.,ArtisticBurst,#ArtisticBurst,#StudioCreativity,15,30,363,01-09-15,16:00:00
385,Radiant joy akin to blossoming flowers on a sunlit spring morning.,Radiance,#Radiance,#SpringBlooms,25,50,364,05-05-22,10:15:00
386,Awe-inspired by the vastness of the cosmos on a stargazing night.,Wonder,#Wonder,#StargazingAdventure,40,80,365,08-07-18,23:00:00
387,Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,#Inspiration,#ForestWhispers,28,55,367,15-11-16,11:45:00
388,"Embarking on a culinary odyssey, savoring flavors around the world.",CulinaryOdyssey,#CulinaryOdyssey,#FlavorsAroundTheWorld,35,70,370,02-03-19,20:20:00
389,Euphoria floods in as the final puzzle piece fits perfectly.,Euphoria,#Euphoria,#PerfectPuzzle,20,40,371,08-06-22,15:30:00
390,Awe-struck by the grandeur of an ancient cathedral's intricate architecture.,Awe,#Awe,#ArchitecturalGrandeur,18,35,372,18-08-18,14:45:00
391,Curiosity awakened by the mysteries of an ancient archaeological site.,Curiosity,#Curiosity,#AncientMysteries,18,35,352,08-11-15,10:00:00
392,Giddy with excitement as the first snowflakes dance from the sky.,Excitement,#Excitement,#SnowfallMagic,22,45,391,02-12-20,17:30:00
393,Contentment envelops as the aroma of freshly baked bread fills the air.,Contentment,#Contentment,#FreshBreadAroma,28,55,392,10-06-17,12:15:00
394,Inspired by the resilience of a lone tree standing tall in a storm.,Resilience,#Resilience,#StandingTall,35,70,393,15-04-21,14:20:00
395,"Lost in the pages of a captivating novel, transported to another world.",Immersion,#Immersion,#CaptivatingNovel,20,40,394,28-09-19,19:45:00
396,Drenched in nostalgia while flipping through an old family photo album.,Nostalgia,#Nostalgia,#FamilyPhotoAlbum,25,50,395,05-12-16,21:00:00
397,Spark of inspiration ignites like a shooting star in the night sky.,Spark,#Spark,#InspirationIgnited,30,60,396,10-02-18,23:30:00
398,Imbued with gratitude for the simple pleasure of a warm cup of tea.,Gratitude,#Gratitude,#WarmTea,18,35,397,15-02-23,08:30:00
399,Marveling at the kaleidoscope of colors in a vibrant street market.,Marvel,#Marvel,#ColorfulStreetMarket,22,45,398,22-08-15,15:00:00
400,Awash with serenity as the sun sets over a tranquil lakeside retreat.,Serenity,#Serenity,#TranquilSunset,28,55,399,20-11-20,18:45:00
401,Drowning in sorrow as memories of lost love resurface.,Heartbreak,#Heartbreak,#LostLove,15,30,400,05-08-19,21:00:00
402,Numbness sets in as the weight of loneliness grows heavier.,Loneliness,#Loneliness,#HeavyHeart,18,35,401,12-02-21,16:45:00
403,"Tears fall like raindrops, mourning the end of a cherished friendship.",Grief,#Grief,#LostFriendship,22,45,402,28-11-20,14:20:00
404,"Despair clouds the mind, feeling adrift in an endless sea of darkness.",Despair,#Despair,#EndlessDarkness,28,55,403,15-05-16,22:30:00
405,"Shattered by betrayal, trust crumbles like fragile glass.",Betrayal,#Betrayal,#ShatteredTrust,22,45,404,10-09-18,13:15:00
406,"Aching heart, the symphony of pain plays in the silence of solitude.",Suffering,#Suffering,#HeartacheSymphony,25,50,405,20-03-22,19:30:00
407,"Emotional storm, a whirlwind of sadness engulfs every thought.",EmotionalStorm,#EmotionalStorm,#SadnessWhirlwind,30,60,406,18-07-17,17:45:00
408,"Haunted by regrets, the ghost of the past lingers relentlessly.",Regret,#Regret,#HauntedPast,18,35,407,15-12-18,10:00:00
409,"Torn apart by grief, the echoes of loss reverberate through the soul.",Grief,#Grief,#TornApart,28,55,408,28-06-15,21:15:00
410,"Isolation deepens, an emotional winter where warmth is but a distant memory.",Isolation,#Isolation,#EmotionalWinter,35,70,409,02-04-20,14:20:00
411,"Soul-crushing disappointment, hopes shattered like fragile glass.",Disappointment,#Disappointment,#CrushedHopes,20,40,410,08-10-19,18:30:00
412,"Painful echoes of a love once cherished, now lost in the abyss of time.",LostLove,#LostLove,#PainfulEchoes,22,45,411,22-11-16,09:45:00
413,"Heartache deepens, a solitary journey through the abyss of despair.",Despair,#Despair,#AbyssOfHeartache,40,80,412,18-08-22,22:00:00
414,"Melancholy lingers, a bittersweet serenade in the quietude of solitude.",Melancholy,#Melancholy,#QuietSerenade,18,35,413,12-03-17,23:30:00
415,"Bitterness like a poison, seeping into every crevice of the wounded heart.",Bitterness,#Bitterness,#WoundedHeart,25,50,414,15-12-15,16:15:00
416,"Emotional exhaustion, the weight of the world crushing weary shoulders.",Exhaustion,#Exhaustion,#CrushedSpirit,35,70,415,05-09-21,13:30:00
417,"Sorrowful echoes, a symphony of pain played by the strings of loss.",Sorrow,#Sorrow,#SymphonyOfLoss,18,35,416,22-05-18,20:45:00
418,"Darkness descends, engulfing the soul in the shadows of despair.",Darkness,#Darkness,#SoulEngulfed,28,55,417,10-07-16,18:20:00
419,"Desperation whispers, the silent plea for a glimmer of hope in the abyss.",Desperation,#Desperation,#GlimmerOfHope,22,45,418,30-04-19,14:00:00
